Model,Trial,Mean_Score,Std_Score,Best_Params
SGDClassifier,19,0.9686894279226893,0.0023572412399834454,"{'loss': 'hinge', 'penalty': 'elasticnet', 'alpha': 0.14738413844859827, 'learning_rate': 'invscaling', 'eta0': 0.39686226882156134, 'random_state': 42}"
DecisionTree,0,0.9676097620692369,0.0027025642403563028,"{'max_depth': 9, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,1,0.9670698635607128,0.0019962367854831392,"{'max_depth': 13, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,2,0.9679875569468613,0.001919402450778774,"{'max_depth': 8, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,3,0.9677177097087293,0.0024278803901635893,"{'max_depth': 11, 'min_samples_split': 16, 'min_samples_leaf': 2, 'max_features': 'log2', 'criterion': 'gini', 'random_state': 42}"
DecisionTree,4,0.967555678946494,0.0019555689716917487,"{'max_depth': 4, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'criterion': 'gini', 'random_state': 42}"
DecisionTree,5,0.9672318360280165,0.0026130208708621603,"{'max_depth': 5, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,6,0.9677716470941435,0.0020296939703715483,"{'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,7,0.9679336049877143,0.0020918400539386714,"{'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'criterion': 'gini', 'random_state': 42}"
DecisionTree,8,0.9669079639620733,0.002492809483884347,"{'max_depth': 8, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': None, 'criterion': 'gini', 'random_state': 42}"
DecisionTree,9,0.9663140551994708,0.0022915858683358117,"{'max_depth': 3, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'criterion': 'gini', 'random_state': 42}"
DecisionTree,10,0.9644786975746393,0.002612348754532276,"{'max_depth': 18, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': None, 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,11,0.9675557226676925,0.0019991414182078658,"{'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'criterion': 'gini', 'random_state': 42}"
DecisionTree,12,0.9683115164552019,0.0024990760595170803,"{'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,13,0.9651803353707413,0.001869429676218525,"{'max_depth': 16, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,14,0.9680415526272068,0.0020795470457091883,"{'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,15,0.9679876298155257,0.002373274111231506,"{'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,16,0.966638043855277,0.002140605177664407,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': None, 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,17,0.9649644983866879,0.001954630108579544,"{'max_depth': 14, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,18,0.9679876006680599,0.0018253673743238983,"{'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': 'log2', 'criterion': 'entropy', 'random_state': 42}"
DecisionTree,19,0.9656663402150502,0.002438259158462732,"{'max_depth': 10, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': None, 'criterion': 'entropy', 'random_state': 42}"
RandomForest,0,0.9685814511357311,0.0020505908587553335,"{'n_estimators': 218, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}"
RandomForest,1,0.9684734743487727,0.0018552328189974582,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False, 'random_state': 42}"
RandomForest,2,0.968257564496055,0.002354643013369096,"{'n_estimators': 244, 'max_depth': 8, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True, 'random_state': 42}"
RandomForest,3,0.9685274554553853,0.0019033451289317573,"{'n_estimators': 281, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': None, 'bootstrap': True, 'random_state': 42}"
RandomForest,4,0.9683655121355474,0.0019768119996095212,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,5,0.9686354322423437,0.0019768322500597238,"{'n_estimators': 348, 'max_depth': 8, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,6,0.952278238793528,0.003207427019866816,"{'n_estimators': 319, 'max_depth': 19, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': False, 'random_state': 42}"
RandomForest,7,0.9684195078158929,0.0022690406614020195,"{'n_estimators': 210, 'max_depth': 8, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True, 'random_state': 42}"
RandomForest,8,0.9684734889225055,0.002098270377669841,"{'n_estimators': 52, 'max_depth': 17, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': False, 'random_state': 42}"
RandomForest,9,0.9687434090293019,0.0021733290014729644,"{'n_estimators': 331, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,10,0.9685814511357311,0.0023424485508348504,"{'n_estimators': 481, 'max_depth': 13, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
RandomForest,11,0.9686894279226893,0.0021435903307315362,"{'n_estimators': 405, 'max_depth': 8, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,12,0.9686894133489563,0.002102591130941891,"{'n_estimators': 434, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,13,0.9685814657094639,0.0021678449309741666,"{'n_estimators': 412, 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,14,0.9686894133489563,0.002157314593100864,"{'n_estimators': 492, 'max_depth': 11, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,15,0.9685274700291181,0.0019335259266194623,"{'n_estimators': 401, 'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,16,0.9686354468160765,0.002297102720285303,"{'n_estimators': 121, 'max_depth': 16, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,17,0.9684734889225055,0.00200597203234738,"{'n_estimators': 302, 'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
RandomForest,18,0.9685814511357311,0.002147760985763799,"{'n_estimators': 449, 'max_depth': 10, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
RandomForest,19,0.9686894279226893,0.00236341402682434,"{'n_estimators': 367, 'max_depth': 14, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,0,0.9685274554553853,0.0020929291068552723,"{'n_estimators': 218, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,1,0.9685274408816525,0.0022214362298802292,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,2,0.9685274700291183,0.002323678040403601,"{'n_estimators': 244, 'max_depth': 8, 'min_samples_split': 13, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True, 'random_state': 42}"
ExtraTrees,3,0.9683654975618146,0.00219360042469014,"{'n_estimators': 281, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': None, 'bootstrap': True, 'random_state': 42}"
ExtraTrees,4,0.9685274554553853,0.0021614227336259778,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,5,0.9684734743487727,0.0020278312511264637,"{'n_estimators': 348, 'max_depth': 8, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,6,0.9682575353485892,0.0023175468196709485,"{'n_estimators': 319, 'max_depth': 19, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': False, 'random_state': 42}"
ExtraTrees,7,0.9685814511357311,0.0023671974163878865,"{'n_estimators': 210, 'max_depth': 8, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True, 'random_state': 42}"
ExtraTrees,8,0.9686354176686109,0.0020985710937581068,"{'n_estimators': 52, 'max_depth': 17, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,9,0.9687433798818361,0.0020986513159224176,"{'n_estimators': 331, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,10,0.9686354176686109,0.002091616847523874,"{'n_estimators': 481, 'max_depth': 13, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,11,0.9686893987752235,0.0019814841840964962,"{'n_estimators': 56, 'max_depth': 16, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,12,0.9685814365619981,0.002050776196757504,"{'n_estimators': 82, 'max_depth': 16, 'min_samples_split': 6, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,13,0.9685814365619981,0.002134328511200374,"{'n_estimators': 426, 'max_depth': 11, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,14,0.9685814365619981,0.0020790000971698946,"{'n_estimators': 101, 'max_depth': 11, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,15,0.9686354176686109,0.001969641555906439,"{'n_estimators': 147, 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,16,0.9685274554553853,0.002071939538255926,"{'n_estimators': 402, 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,17,0.9685274554553853,0.0022146929862004727,"{'n_estimators': 302, 'max_depth': 14, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}"
ExtraTrees,18,0.9685274554553853,0.0020364762352238818,"{'n_estimators': 148, 'max_depth': 10, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'random_state': 42}"
ExtraTrees,19,0.9687433944555691,0.002328831990785256,"{'n_estimators': 477, 'max_depth': 17, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}"
GradientBoosting,0,0.9630748536068531,0.0014343130477318495,"{'n_estimators': 218, 'max_depth': 15, 'learning_rate': 0.22227824312530747, 'subsample': 0.8394633936788146, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,1,0.9666920395356225,0.0024985075798412046,"{'n_estimators': 369, 'max_depth': 3, 'learning_rate': 0.29127385712697834, 'subsample': 0.9329770563201687, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': None, 'random_state': 42}"
GradientBoosting,2,0.9653964638294523,0.002906654064005159,"{'n_estimators': 244, 'max_depth': 6, 'learning_rate': 0.18743733946949004, 'subsample': 0.6557975442608167, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'random_state': 42}"
